text,airline,prediction
@mustbejp @lamoroma @AirCanada agree...her job people come first not mobile phones!,AirCanada,negative
@Cmdr_Hadfield @AirCanada Your autograph never changed a bit :),AirCanada,negative
@RealMattEgner @AirCanada just got upgraded to business class so woohoo - 10$ voucher mishap forgiven!,AirCanada,negative
"Pretty stoked that my flight next week isn't with United because leggings are my life. Hope this is cool with you, @AirCanada.",AirCanada,negative
Wow - haven't seen an oversold flight since the Bush era; @AirCanada bringing it like it's 2004.,AirCanada,negative
At the airport.... #YYC via #YQR to #YYZ with @AirCanada heading home... #ThankYou #Calgary‚Ä¶ https://t.co/XHVZO31D1q,AirCanada,negative
RT @CTVCalgary: Letter to @AirCanada CEO lands 11-year-old boy a VIP tour at @FlyYYC. @CTVBradMacLeod reports  https://t.co/q5lCsmkDyG #yyc‚Ä¶,AirCanada,negative
"50 hrs after I arrived I‚Äôm back at @yvrairport chillin in the @aircanada #mapleleaflounge C U soon Toronto. 

Thank‚Ä¶ https://t.co/T0E0fzthT8",AirCanada,negative
"@AirCanada fail AC8048. Late due to late plane tow, inadequate fuel, catering and comm. equip failure. 1st flight of day, cant get it right?",AirCanada,negative
"Bye, @united. @AirCanada will do. https://t.co/Fu00G6gFi8",AirCanada,positive
@helainebecker Sure hope you're not traveling on an @AirCanada pass: https://t.co/IuHGfJMDbG,AirCanada,negative
RT @rockylo4: Come visit @AirCanada #Asia Sales team @Shaw_Centre #Ottawa for the Ottawa Travel &amp; Vacation Show today &amp; tomorrow!! https://‚Ä¶,AirCanada,negative
"RT @rockylo4: Great evening last night @AirCanada / JNTO ""Explore #Japan night"" @MarkhamEventCtr #Toronto @AirCanada offer the most daily f‚Ä¶",AirCanada,negative
@AirCanada... waiting to check in for an international flight... it's 2hrs before take off and your gate agents are nowhere to be found?,AirCanada,negative
Hey @united - boarding @AirCanada  in #leggings. https://t.co/gGZRpWjx5Z,AirCanada,negative
Just flew @AirCanada - inflight music-album The Curator (Monocle) features interview with @londonkoreanist translator of The Vegetarian !,AirCanada,negative
RT @mashashimoto: Last day @AirCanada at Ottawa Travel &amp; Vacation Show to promote #Japan travel. We will fly direct #Vancouver to #Nagoya s‚Ä¶,AirCanada,negative
RT @rockylo4: Get ready @WestinToronto for Association of Chinese Canadian Entrepreneurs Awards Gala 2017. @AirCanada proud to be the spons‚Ä¶,AirCanada,negative
My bucket list includes @AirCanada taking me to see wildlife in @TwitterSA the country I was born in. What about yo‚Ä¶ https://t.co/DloTdQtGfa,AirCanada,negative
"@mustbejp @AirCanada If have problem with member staff contact customer service, you don't take pic of them &amp; tweet 126,000 followers #nasty",AirCanada,negative
@halifaxbeard @joshnet @united @AirCanada Alt the night before might be viable. We're considering it for Mexico.,AirCanada,negative
And #PrGoddess off again @AirCanada to #yow and @fairmontlaurier Now she is amongst the @Aeroplan gods #superelite https://t.co/uBWVqeCuOn,AirCanada,negative
When your #windowseat on @AirCanada is not what the map states!  #aircanadafail #travel https://t.co/UEh1RaT7qB,AirCanada,neutral
@AirCanada one last question: was the plane stuck at YOW or was it at YYZ?,AirCanada,negative
"@mhmtkcn @SingaporeAir @united @lufthansa @AirCanada Hi Mehmet, thank you. We're glad that you had a great experience.",AirCanada,positive
@AirCanada what freezing rain though? It's been sunny for hours at YOW. All other flights left on time.,AirCanada,negative
London's @HeathrowAirport Terminal 2 is excellent. 4 Lounges I would rank @SingaporeAir &gt; @united &gt; @lufthansa &gt; @AirCanada #travel #airport,AirCanada,negative
@SpecOManitoba @TheoFleury14 @GMackWPG @jonmonty @SpecialOlympics @2017Austria Congratulations to all of these athletes from @AirCanada,AirCanada,neutral
@AirCanada why was flight ac 456 cancelled?,AirCanada,negative
@Jouer5 @AirCanada same here. Get me a bigger plane!,AirCanada,negative
Lost AC 50k status before checking in priority. Told rudely get my bags and wait in line. Never flying @AirCanada again.,AirCanada,negative
RT @TomPodolec: PHOTO former LOT Embraer E175 in Iqaluit today. Heading to Trois-Rivi√®res for delivery to @AirCanada. Ì†ΩÌ≥∑@tattuinee https://t‚Ä¶,AirCanada,negative
Great turnout at Ottawa Travel Show @AirCanada. Thanks to @JapaninCanada and @jntocanada. Ambassador to #Japan Mr.‚Ä¶ https://t.co/fQSjANnRDt,AirCanada,negative
@AirCanada Still waiting...,AirCanada,negative
"SUMMER: San Francisco to London, UK for only $467 roundtrip with @United &amp; @AirCanada

https://t.co/0XR6KqGiYS https://t.co/ATHINJBAr0",AirCanada,neutral
"Also, they couldn't be more rude to me. Once again, @AirCanada remains a ""leader"" in customer service. https://t.co/Fz1NknMn4o",AirCanada,negative
@Erica_Sigurdson well then I think you should get priority for the voucher.  @AirCanada,AirCanada,negative
So @AirCanada oversold a 55-person flight by 15 people. RIDICULOUS! Now I'm on standby and probably won't make it o‚Ä¶ https://t.co/nSFZl8vGjq,AirCanada,negative
"@RealMattEgner @AirCanada 
We checked in at the priority counter &amp; I think the girl just forgot",AirCanada,negative
@Erica_Sigurdson Have fun in Japan. I'm going this summer. One of my favourite places. @AirCanada,AirCanada,negative
"@Erica_Sigurdson why not? @AirCanada is quite fair... I'm sure they will make it right, right AC?",AirCanada,negative
Our flight to Tokyo is delayed by two hours and all our friends got ten$ vouchers but we didn't Ì†ΩÌ∏¢@AirCanada,AirCanada,negative
".@AirCanada since it's clear skies at both airports, I'll go ahead and assume the reason for the cancellation is bc the flight wasn't full",AirCanada,negative
In unsurprising news @AirCanada it's sunny right now in Ottawa.  How ironic you only cancelled one flight - was it not full enough for you?,AirCanada,negative
@aircanada is it possible to book more than 6 segments on your online multi-city booking? i'm not getting an option for a 7th?,AirCanada,negative
@AirCanada you app isn't working. Need to book a flight! Thought you should know. https://t.co/XBgVlwbGlt,AirCanada,negative
"@AirCanada they don't care / have no power to do anything. By the way, it's still sunny so there was no reason to have my flight cancelled.",AirCanada,negative
On my way to the airport.... #YYC via #YQR to #YYZ with @AirCanada heading home... #ThankYou #Calgary it was a great weekend. #Banff too.,AirCanada,positive
Dear @AirCanada so I have to pay to check my bag. But yet the guy in front of me has 3 carry on bags. #travelproblems.,AirCanada,negative
"Any know of any Aviation / Airline company's that have ""corporate photographer"" jobs?
@qatarairways @AirCanada @AmericanAir @British_Airways",AirCanada,negative
@Bohemian_Rebel @AirCanada *hugs* Ì†ΩÌ∏ò,AirCanada,neutral
"RT @JeffWatsonEssex: @AirCanada supervisor in #YYC won't reinstate seat 4 aboriginal customer 1 min late 2 check in, waves her off like a d‚Ä¶",AirCanada,negative
I hope you are kind to this woman @AirCanada I don't agree with John tweeting about her in this way. Also I love yo‚Ä¶ https://t.co/UUgI1IqxyA,AirCanada,negative
@says_it_now @AirCanada I assume they didn't from their lack of customer service!!,AirCanada,negative
"@AirCanada want to let you know heading home on @WestJet today. Checked in at the same time as we did on way here, got seats together. Ì†ΩÌπå WJ",AirCanada,negative
"@SunwingVacay has continued to disappoint. Sitting in the ""elite plus"" and jammed in with no space for carry on luggage. I miss @AirCanada",AirCanada,negative
Wondering what @AirCanada @WestJet @newleaftravel policies are for customer clothing attire. Would you ban a passenger because of leggings?,AirCanada,negative
Maybe @AirCanada didn't like you Ì†ΩÌ∏ò also Branson's Virgin is trying to buy #OurNHS https://t.co/s33U2X7pAb,AirCanada,negative
"$534 r/t - Los Angeles (LAX) to Manila, Philippines (MNL): https://t.co/9snTA1oBFB | @AirCanada @flyLAXairport https://t.co/7mGOSkru2M",AirCanada,neutral
Sorry you felt upset. I've only ever had lovely service with @AirCanada ‚ò∫‚ù§ https://t.co/MsfG0CQfbp,AirCanada,negative
"A beautifully illuminated @AirCanada A320 arriving at Vancouver!
‚ûñ‚ûñ‚ûñ‚ûñ‚ûñ‚ûñ‚ûñ‚ûñ‚ûñ‚ûñ
Airline:‚Ä¶ https://t.co/P579KNZulj",AirCanada,negative
"After flying both @united and @SouthwestAir this past week, I couldn't be happier that the maple leaf is taking me home!  @AirCanada #ysj",AirCanada,negative
@AirCanada has wa customer service waiting list of 25 days. What does that tell ya. #FlyWestJet,AirCanada,negative
@AirCanada I have-they agreed that this isn't good cust service and then said there was nothing they can do as you are allowed to oversell.,AirCanada,negative
@AlaskaAir @AirCanada connection in Calgary was garbage. Everyone saying diff things. Baggage checked through possibly? Terrible process.,AirCanada,negative
@AirCanada THANK U to the cabin and cleaning crew and Gary at lost &amp; found services! So happy you found my sons laptop! #grateful #Thankful,AirCanada,negative
"@shelbbbybee Gonna take @AirCanada to Montr√©al in October, I think. Ì†ΩÌ∏é",AirCanada,negative
@AirCanada thanks. But I'm not confident. I fully expect to be sleeping in the airport tonight.,AirCanada,negative
@JeanneCristello @AirCanada @TurkishAirlines but really though I'd never be allowed to go anywhere if I couldn't fly in leggings,AirCanada,negative
@AirCanada so I guess we should prepare ourselves to stay until tomorrow right,AirCanada,negative
Why did @AirCanada cancel one flight due to weather when it's sunny and no rain in Ottawa? New flight scheduled when freezing rain starts,AirCanada,negative
@JeanneCristello @AirCanada all the way,AirCanada,neutral
@people it's true what @united is saying I've flown on a @AirCanada pass and had to change my shoes bc they were opened toe &amp; that's a no no,AirCanada,negative
Hey @AirCanada - can I carry on bike parts? Like a cog set and handlebars? If it's within my allowance? Or are those considered restricted?,AirCanada,negative
So disappointed with my experience on @AirCanada they lost my luggage and I have been lied to and mislead they completely ruined my vacation,AirCanada,negative
Oh @AirCanada. Canceled my flight due to weather. It's sunny out. Puts me on flight 5 hrs from now. When there will be freezing rain.,AirCanada,negative
"And again @AirCanada you let me down.  Buy a seat to Ottawa on the 4:10 a month ago, select a seat and get here to find I am on standby.",AirCanada,negative
.@AirCanada Super Happy with the service the concierge team in Toronto. Tracey &amp; Gabriella went above and beyond. Let's hope I make it!!,AirCanada,negative
"RT @AirCanada: Travel Alert ‚Äì Mar 26: YGK, YYB, YOW, YUY, YAM, YSB, YTS &amp; YVO. Details &amp; rebook online. Change fees waived: https://t.co/8J‚Ä¶",AirCanada,negative
And so begins a month of living in suitcase &amp; on @aircanada flights #myjobisrad #flying‚Ä¶ https://t.co/IyygolyQTT,AirCanada,negative
I wore leggings on my flights to and from Korea on @AirCanada and I wasn't told to change my clothes @United,AirCanada,negative
@mustbejp @AirCanada you fucking snitch.,AirCanada,neutral
@AirCanada first time flying with you and wondering why I have to get my seat assignment at the gate. I'm tall and don't want a middle seat,AirCanada,negative
@mustbejp @AirCanada expected a red carpet?,AirCanada,negative
@mustbejp @AirCanada don't worry John we will give you and your husband @jontsouras a big welcome home party when we meet again if u like xÌ†ΩÌ≤ñ,AirCanada,negative
RT @AirCanada: The taste of Air Canada: Sommelier @VeroniqueRivest will select incredible wines to complement our menu #FlyTheFlag https://‚Ä¶,AirCanada,negative
@AirCanada please reconsider your relationship with @united - I will be checking to ensure my family never flies #united or codeshares again,AirCanada,negative
.@JetBlue .@AlaskaAir .@AmericanAir .@FlyFrontier .@AirCanada Ì†æÌ¥î When social media PR goes w‚Ä¶ https://t.co/spBaVXHAPA,AirCanada,negative
@SneakyEaks @AirCanada joining this twitter fad makes me realise how much rope you must have been calling for trying to get to irelandÌ†ΩÌπà,AirCanada,negative
@tomtomorrow @united having flown them and @AirCanada I'd go ahead and move that to a 99% probability that it's a StarAlliance member.,AirCanada,negative
"@wdasfm @AirCanada @TheDMVDaily @DMVFollowers #1 Hot Spot in the Caribbean for fun, Sosua, Dominican Republic‚Ä¶ https://t.co/BUsIvaUZ0c",AirCanada,negative
Birthday getaway to #SEOUL ! #SouthKorea #ICN @TorontoPearson @AirCanada @IncheonAirport Ì†ºÌ∑∞Ì†ºÌ∑∑Ì†ºÌºé‚úàÔ∏èÌ†ºÌæâ https://t.co/EKKf0Ti1Oi,AirCanada,neutral
First time flying @BoeingAirplanes 787 Dreamliner since 2014. Love that @AirCanada puts their fleet numbers online!‚Ä¶ https://t.co/vqlXF3LIfK,AirCanada,negative
@mustbejp @AirCanada So if she gets sacked...I hope you're happy. Bit below the belt mate. Diva or no Diva you shou‚Ä¶ https://t.co/2ZjYQ0XScV,AirCanada,negative
"RT @AirCanada: @mustbejp Hello John, we're sorry that you weren't properly greeted. What flight are you referring to, please? /ev",AirCanada,negative
@mustbejp @jontsouras @AirCanada Could always fly @airtransat ;-) 'is there something wrong h'officer?' Haven't they seen Zaza before? #rude,AirCanada,negative
First flight missed ever!. Thanks @aircanada for keeping you loyal customers always informed! @‚Ä¶ https://t.co/nukDGnOYAJ,AirCanada,negative
@AirCanada the whole convenience of the upgrade is pretty lost at this point. Why have the option to upgrade if none of your stuff works?,AirCanada,negative
"Why is it so hard to give @AirCanada my money for an upgrade? Their website doesn't work, their kiosks don't work and the line is huge. Ì†ΩÌ∏ë",AirCanada,negative
@AirCanada travelling between US and U.K. Can I take a drone on board? What are the regulations with battery etc?,AirCanada,negative
@AirCanada Thanks very much. Called up &amp; was taken care of very quickly. Thanks to the agent who answered my call as well (Alexa).,AirCanada,negative
RT @yulplanespotter: Emergancy in progress! @AirCanada #b787 right engine shut down. Dumping fuel and will return to #YUL (@flightradar24)‚Ä¶,AirCanada,negative
"@mustbejp @AirCanada I strongly disagree with this ,she could've been only seconds on that An now she's all over twitter ! Bad call John !!!",AirCanada,negative
"Worst seat ever! @AirCanada AC 548, 30A. Dreamliner? Rather Nightmare-Liner https://t.co/qLaYcRsMjj",AirCanada,negative
@mustbejp @AirCanada OMG no mannars what so ever!!Ì†ΩÌ∏≥ But hope you enjoy your time of non the less! Xx,AirCanada,negative
RT @LanaParrilla: A huge thank you to @ACJamieFox for helping me with my flight fiasco today! @AirCanada is very lucky to have you!! Big hu‚Ä¶,AirCanada,negative
@mustbejp @AirCanada Oh dear. Not good! x x,AirCanada,negative
Coming dump-o-rama at @WhistlerBlckcmb. Go NOW from Boston  &amp; others for $437 on @AirCanada!! https://t.co/mdwBjnXPe7,AirCanada,negative
@thesawch @AirCanada @YWGairport Did they run out of S stickers? Add spelling to the list of what the Jets need to fix.,AirCanada,negative
On an @AirCanada int'l flight w/no entertainment system. Dinosaurs of the digital age!,AirCanada,negative
@mustbejp I won't fly @AirCanada again. Awful service on my flight! Virgin Atlantic all the way. Nothing was too much trouble!,AirCanada,negative
@AirCanada I'm flying AC696 on March 29 from YYZ to YYT. How do I inquire about getting an earlier flight to YYT that same day? Thanks.,AirCanada,negative
"@mustbejp @AirCanada Ì†ΩÌ∏≤ Have a great trip boys, especially you Johnny, you've been working so hard lately you need an anti burn-out break!",AirCanada,negative
Last day @AirCanada at Ottawa Travel &amp; Vacation Show to promote #Japan travel. We will fly direct #Vancouver to‚Ä¶ https://t.co/nBhMECpSuc,AirCanada,negative
Making waves in the air! Awesome photo of a @AirCanada #plane flying over the coastline. ‚úà Photo credit: #AirCanada https://t.co/W9eheRbgJ2,AirCanada,negative
@mustbejp @AirCanada constant disappointment every time we fly to London...if only it was direct flight season with @WestJet,AirCanada,negative
@mustbejp @AirCanada how to get fired from your job part 1!! Have a great time- you absolutely deserve it!,AirCanada,negative
"@mustbejp @AirCanada OMG she'll wish she hadn't done that. No doubt the airline will take action, as they should.",AirCanada,negative
@AirCanada fuck that fat shit of a rat-man #PascalCuinette #AirCanada employee physically threatening passengers. Acceptable only for AC,AirCanada,negative
".@AirCanada Big shout out to Gate Agent Samassekou  IAH,  Personally assisted w seating arangements -- what a great reflection on AC brand.",AirCanada,negative
@mustbejp @AirCanada wow! That's impressively bad. Hopefully you'll get upgraded after pointing this out...,AirCanada,negative
@airCanada Still no word on the #PascalCuinette situation. An #AirCanada employee physicallly threated me &amp; you cowards do nothing #monopoly,AirCanada,negative
@mustbejp @AirCanada  Maybe she's booking her next botox appointment...,AirCanada,negative
What a fabulous welcome with @AirCanada #rude https://t.co/rrdV09wgF1,AirCanada,positive
To upgrade or not upgrade to business class.... AC63 to ICN @AirCanada #yvr #aircanada #travel #frequentflyer,AirCanada,negative
@TurkishAirlines from Istanbul narrowly losing to @AirCanada from LHR in the race to Toronto. Somewhere over South‚Ä¶ https://t.co/W4Cz4iiZk0,AirCanada,negative
"@united @baddestmamajama Hey, @AirCanada @WestJet @__UsAirlines__ @Delta, would you guys kick a little girl off wearing Leggings, doubt it!?",AirCanada,negative
Come visit @AirCanada #Asia Sales team @Shaw_Centre #Ottawa for the Ottawa Travel &amp; Vacation Show today to learn ab‚Ä¶ https://t.co/IF8qpAy1W8,AirCanada,negative
New party outfit for @AirCanada to celebrate their 80th Anniversary #livery #rebranding #mapleleaf #roundel https://t.co/fm6VMKLZmh,AirCanada,negative
"@TheForRealAlex @united @AirCanada or wear leggings, for that matter ...",AirCanada,negative
Check in at Cancun by @AirCanada is an absolute disaster. Expect better @ACAltitude,AirCanada,negative
@AirCanada Cancun check in today is an absolute disaster. Poorly organized. @ACAltitude  expect better Air Canada.,AirCanada,negative
"@josh_edu @klimchuk @aeroportsMTL @AirCanada @globeandmail Very good, securety procedure",AirCanada,neutral
@josh_edu @aeroportsMTL @AirCanada @globeandmail Good show,AirCanada,neutral
@AirCanada sitting on a plane with an hour and a half flight delay is not a fun start to my #vacay,AirCanada,negative
@AirCanada they didn't allow my step dad on the flight because it was overbooked and now I can't get a refund? Can someone DM me?,AirCanada,negative
".@AirCanada, I love you, but for the love of all that is holy, please vary your breakfast offerings. That omelette‚Ä¶ Ì†æÌ¥¢ // @ACAltitude",AirCanada,negative
@United @AirCanada what's the point of a code share when you can't even check in for your flight?,AirCanada,negative
RT @CHFHope: THANK YOU @WalmartCanada &amp; @AirCanada Foundation! #championsforkids @cmncanada https://t.co/FICYSZRJed,AirCanada,positive
"RT @paperlions: Hey @AirCanada, you should know your flight attendant Darryll John went above and beyond on AC7342. Promote that man!",AirCanada,negative
"@blacktip @joshnet @united @AirCanada I thought about it, but that means getting up waaay early for me and gf.",AirCanada,negative
These are the top destinations to visit in 2017. Chile on the top of the list. @AirCanada brings you here https://t.co/KYi4KIkKeO,AirCanada,negative
"$601 r/t - New York (LGA) to Taipei, Taiwan (TPE): https://t.co/R2kIZAJFbi | @AirCanada @LGAairport https://t.co/w2tWdcjuid",AirCanada,neutral
Golf clap to @AirCanada for the complimentary upgrade on the long portion of my trip. #goodstartotheday https://t.co/koEKiN9cf2,AirCanada,negative
"About to take to the skies! Thank you so much @aircanada #aircanadafoundation , and‚Ä¶ https://t.co/MOnqN6oDFi",AirCanada,positive
"Bout to ‚úàÔ∏è! Thank you so much @AirCanada #aircanadafoundation , @JanewayNL for sending me on this trip of a Lifetim‚Ä¶ https://t.co/SkxXKVtBFm",AirCanada,negative
Spend some time with yourself. And your Insta feed. #Travel #StayConnected #SocialMedia #Explore #Adventure @Airbnb‚Ä¶ https://t.co/a0RdfvApZ6,AirCanada,negative
@AirCanada  is 1h21 layover enough time in YYz to get through security and customs for a connection? I can't miss that flight!,AirCanada,negative
"@AirCanada, thank you for an amazing experience last night. Your team at @TorontoPearson is stellar.",AirCanada,positive
"RT @AirCanada: As we achieve new heights we honour the heritage, diversity, &amp; pioneering spirit of Canada. #FlyTheFlag https://t.co/H9ZKRex‚Ä¶",AirCanada,negative
RT @dude8472_YYC: VIDEO: @AirCanada's first #787 in their new livery arriving at @FlyYYC for the first time! https://t.co/v2XtAHFe32 https:‚Ä¶,AirCanada,negative
@halifaxbeard @joshnet @united @AirCanada The direct 6am flight to EWR is where it's at. Usually. I've had issues then too.,AirCanada,negative
RT @TomPodolec: Update @AirCanada #AC17 landed #Montreal 06L. Reported right engine shutdown. Airport Fire (ARFF) inspecting. https://t.co/‚Ä¶,AirCanada,negative
@AirCanada dumpin noise in @TorontoPearson @navcanada 's #noisesewer @townofoakville @Kasia79533671 @askhelios  @MarcGarneau @HillaryMarshal,AirCanada,neutral
RT @JamieintheMorn: Thank U to @NorthernABDQ @TheBrick @AirCanada #aircanadafoundation @WalmartCanada joining @stollerykids @CMNCanada #chi‚Ä¶,AirCanada,positive
Heading home on AC851 today to #YYC. Great @aircanada crew,AirCanada,positive
RT @KarlaHayward: @AirCanada my toddler managed to open this &amp; get a battery into her mouth before I noticed and retrieved it. Maybe a relo‚Ä¶,AirCanada,negative
@AirCanada no doubt. I'm worried about missing my connection in Boston. @united code share and your setup in Boston sucks :(,AirCanada,negative
".@joshnet @united @AirCanada they ""had to reset the navigation system because of all the metal at the terminal"". Sounds like a design flaw",AirCanada,negative
@joshnet @united so my @AirCanada flight is already late and we're still on the ground. -_-,AirCanada,negative
Thank you @AirCanada for the complimentary upgrade on my flight from @FlyYYC to @TorontoPearson this morning!,AirCanada,positive
@AirCanada my toddler managed to open this &amp; get a battery into her mouth before I noticed and retrieved it. Maybe‚Ä¶ https://t.co/b9SwEbZtGz,AirCanada,negative
"Wonderful evening last night @ACCECanada Awards Gala 2017. @AirCanada proud to be the sponsor of the ""Best Internat‚Ä¶ https://t.co/l4ZSVMmWg5",AirCanada,negative
@AirCanada something is wrong with your eupgrade site. Is it possible to call in to do the upgrade?,AirCanada,negative
@AirCanada mechanical issues happen. Not having efficient ways of dealing with customers/ straining your on-site staff can be avoided.,AirCanada,negative
@AirCanada Hey does anyone hate Air Canada as much as I. Please reach out. They lied and stole $1700 from me. #POSAirCanada,AirCanada,negative
"@AirCanada already done. Won't help me now though, will it? Awful.",AirCanada,negative
RT @Sid_Hart_S: @AirCanada involuntarily moved me on a @British_Airways flight &amp; now refusing to credit AQMs #poorcustomerservice,AirCanada,negative
"@AirCanada Confirmed seat preferences for flight AC 1909, and discovered too late that our seat assignments had been unilaterally changed.",AirCanada,negative
"@AirCanada Despite checking in together, agent did not ask/check if we wanted to sit together. Experience terrible-unlikely2fly AC again",AirCanada,negative
"@AirCanada Extremely upset w/ flight 1909 Dub to Tor 3/26/17 -boarding interminably slow &amp;despite setting seat preferences, wife &amp; I splitup",AirCanada,negative
"$676 r/t - San Jose (SJC) to Port-of-spain, Trinidad and Tobago (POS): https://t.co/VO9gq6X8Mj | @AirCanada @FlySJC https://t.co/MTuhWbYpmR",AirCanada,neutral
"RT @RugbyCanada: A big thank you to #RCRugbyConference sponsors Guinness, @AirCanada, @teamsnap, @Pitchero, Adup Display &amp; TicketRocket for‚Ä¶",AirCanada,positive
RT @AirCanada: Inspired by Canada: Our new livery evokes the natural beauty &amp; striking landscapes of our great nation #FlyTheFlag https://t‚Ä¶,AirCanada,positive
@232Anushree @AirCanada  Good luck,AirCanada,neutral
"@AirCanada so we've been booked on AC2046 that arrives at 1645 in YYZ, but my PLS flight leaves at 0900... great work.",AirCanada,negative
@AirCanada why isn't your vacations line open when AC146 is cancelled? Overworking desk staff at 2 am is pretty brutal.,AirCanada,negative
Thanks for ruining the first day of my vacation @AirCanada Mechanical defect AC146. This one is going to cost you.,AirCanada,negative
@AirCanada done. Thanks for the quick answers. Ì†ΩÌπèÌ†ºÌøΩ,AirCanada,negative
"@AirCanada hi AC, March 26 flight AC 146 delayed in Calgary. What do you think my chances are of making the connection with AC1714 to BGI",AirCanada,negative
@KonradStasiczak @TomPodolec @JetPhotos @AirCanada @tattuinee @FrankReardon1 @mrboeing777x @YFBSpotters‚Ä¶ https://t.co/EhqPQGqaqF,AirCanada,neutral
@AirCanada I will do it the moment I am back(2days). I am currently traveling thru South East Asia. Thanks.,AirCanada,negative
"@ThaiAirways checked my bags all the way thru, but not me + @AirCanada won't let me on my connection. I thought I ‚ù§Ô∏è you, must've been lust",AirCanada,negative
@AirCanada I have a confirmed ticket for April 19. DXB-YYZ What to do if I wanna fly few days earlier? How much charge do I incur?,AirCanada,negative
"$453 r/t - Minneapolis (MSP) to Geneva, Switzerland (GVA): https://t.co/3rGteGEPwo | @AirCanada @mspairport https://t.co/eMXQimkJUh",AirCanada,neutral
"RT @Anosike: @AirCanada MCOAC29141 :  Issue#:ABDA-1A5AVQ1:02/16/2017 
 My families holiday was totally ruined. I had to chase you guys. Sad‚Ä¶",AirCanada,negative
RT @TomPodolec: .@AirCanada #AC8961 Fredericton to #Toronto one engine shut down; 'loss of oil pressure'. Emergency services called as prec‚Ä¶,AirCanada,negative
"@hannorein @AirCanada  watch out for ""phone bill"" on your final invoice ;-)",AirCanada,negative
@AirCanada thanks will do,AirCanada,positive
@AirCanada my little guy left his laptop on the flight home to Toronto from Huatulco AC1513 no one replying on chat service. Pls help!,AirCanada,negative
@bgnewf @AirCanada ended up with an aisle seat and arrived safely early so feeling much better,AirCanada,negative
I wish #Budget2017 could enhance my 0-6 record of lost luggage by @AirCanada https://t.co/pYjb3qe8Rd,AirCanada,negative
"BIGTX to Seana Carey who rescued me after @AirCanada flight staff behaved very badly today. TX for going out of your way, Seana!",AirCanada,negative
@AirCanada is a disgrace. https://t.co/xajeFvXamX,AirCanada,neutral
"RT @SecretFlying: HOT!! San Francisco or Los Angeles to Copenhagen, Denmark for only $317 roundtrip with @AirCanada

https://t.co/lmovTTQGg‚Ä¶",AirCanada,negative
@AirCanada see my father-in-law who just got out of open heart surgery. Much appreciated! (2/2),AirCanada,negative
Huge thank you to @AirCanada for changing my flight without any problem or extra fee so I could get back earlier to (1/2),AirCanada,negative
".@AirComplaints @AirCanada I'll be happy to add you to my list, but I doubt anything will hold them accountable or get results.",AirCanada,negative
@TomPodolec @AirCanada thanks Tom.,AirCanada,positive
@JVS62236362 @AirCanada going to AC Express (Sky Regional) to replace Q400s AFAIK.,AirCanada,negative
@TomPodolec @AirCanada what is AC gonna do with this?,AirCanada,neutral
R health/QualityofLife costs nt borne by @AirCanada &amp;Indstry @navcanada @TorontoPearson @askhelios @PamDamoff @OakvilleMayor @Kasia79533671,AirCanada,negative
PHOTO former LOT Embraer E175 in Iqaluit today. Heading to Trois-Rivi√®res for delivery to @AirCanada. Ì†ΩÌ≥∑@tattuinee‚Ä¶ https://t.co/rmqS4y9UwV,AirCanada,negative
@AirCanada that they are. It's still unacceptable.,AirCanada,negative
"From all 30,000 of us @AirCanada , congrats to Mr. David Khazanski @inkasvehicles for the ""Best International Busin‚Ä¶ https://t.co/QGGPvSVuSl",AirCanada,neutral
@tattuinee @FrankReardon1 @mrboeing777x @flightradar24 @AirCanada @YFBSpotters @BonzBrooks nice!,AirCanada,neutral
@pre_occupations Nice surprise on both my @AirCanada flights!  See you next @ShakyKneesFest and the after show too!‚Ä¶ https://t.co/cOsofmUxIA,AirCanada,negative
@josh_edu @aeroportsMTL @AirCanada @globeandmail  you are popular today Josh wud be a lot of fuel to dump  turned out ok hen hao,AirCanada,negative
@AirCanada thanks for the delightful 5 hour delay in Montreal! Can't believe how disorganized you are.,AirCanada,negative
RT @inkasvehicles: Thank you @ACCECanada for recognizing INKAS as the Best International Business.thanks @rockylo4 @AirCanada for presentin‚Ä¶,AirCanada,positive
"@AirCanada  I WANT My Luggage!  I have no answer , or status from you!Is a shame the k√≠nd of coustumer service you‚Ä¶ https://t.co/wlymPmtuTo",AirCanada,negative
"RT @joelat___: The last @AirCanada arrival for the day as it were:
https://t.co/EHSYIXuvhY
#avgeek #aviation #b787 #Dreamliner #London #Hea‚Ä¶",AirCanada,negative
Thank you @ACCECanada for recognizing INKAS as the Best International Business.thanks @rockylo4 @AirCanada for pres‚Ä¶ https://t.co/4ItraRMuyt,AirCanada,positive
Best flight ever @WestJet YYZ to MCO Tuesday thank you!!!!!! now a crappy experience MCO to YYZ @AirCanada,AirCanada,negative
RT @yendor26: Thanks to @united  and @AirCanada for some great service getting us to our connection on time! (Free taxi SMF to SFO to cover‚Ä¶,AirCanada,negative
RT @yvrairport: ICYMI: @AirCanada announces new direct flights between YVR and Boston! https://t.co/EqssGQvTDt https://t.co/GeyA9VtVgF,AirCanada,neutral
"31 days and still no response from @AirCanada or any attempt to honour their credit. Another complaint filed, another email sent, no answer.",AirCanada,negative
@AirCanada Saved: they offer free water!,AirCanada,negative
"@AirCanada Two more hours just announced.

Only feedback : https://t.co/b7iFmEpFfS",AirCanada,negative
@AirCanada fucking dumb airline.,AirCanada,negative
